nodeID,H,T,seizoen,methode
CFBerg_IV_u,-5.191,50,geheel jaar,Gumbel fit
CFBerg_IV_u,-5.175,100,geheel jaar,Gumbel fit
158,-5.264,10,geheel jaar,gewogen gemiddelde
158,-5.269,10,alleen zomer,gewogen gemiddelde
158,-5.27,10,alleen zomer,Gumbel fit
158,-5.262,10,geheel jaar,Gumbel fit
158,-5.255,25,geheel jaar,Gumbel fit
158,-5.25,50,geheel jaar,Gumbel fit
158,-5.245,100,geheel jaar,Gumbel fit
318,-5.683,10,geheel jaar,gewogen gemiddelde
318,-5.72,10,alleen zomer,gewogen gemiddelde
318,-5.733,10,alleen zomer,Gumbel fit
318,-5.654,10,geheel jaar,Gumbel fit
318,-5.597,25,geheel jaar,Gumbel fit
318,-5.554,50,geheel jaar,Gumbel fit
318,-5.512,100,geheel jaar,Gumbel fit
325,-5.633,10,geheel jaar,gewogen gemiddelde
325,-5.666,10,alleen zomer,gewogen gemiddelde
325,-5.675,10,alleen zomer,Gumbel fit
325,-5.619,10,geheel jaar,Gumbel fit
325,-5.574,25,geheel jaar,Gumbel fit
325,-5.54,50,geheel jaar,Gumbel fit
325,-5.505,100,geheel jaar,Gumbel fit
103,-5.688,10,geheel jaar,gewogen gemiddelde
103,-5.725,10,alleen zomer,gewogen gemiddelde
103,-5.738,10,alleen zomer,Gumbel fit
103,-5.658,10,geheel jaar,Gumbel fit
103,-5.601,25,geheel jaar,Gumbel fit
103,-5.558,50,geheel jaar,Gumbel fit
103,-5.515,100,geheel jaar,Gumbel fit
112,-5.685,10,geheel jaar,gewogen gemiddelde
112,-5.721,10,alleen zomer,gewogen gemiddelde
112,-5.734,10,alleen zomer,Gumbel fit
112,-5.655,10,geheel jaar,Gumbel fit
112,-5.599,25,geheel jaar,Gumbel fit
112,-5.556,50,geheel jaar,Gumbel fit
112,-5.513,100,geheel jaar,Gumbel fit
CFBerg_IV_5,-5.501,10,geheel jaar,gewogen gemiddelde
CFBerg_IV_5,-5.504,10,alleen zomer,gewogen gemiddelde
CFBerg_IV_5,-5.505,10,alleen zomer,Gumbel fit
CFBerg_IV_5,-5.502,10,geheel jaar,Gumbel fit
CFBerg_IV_5,-5.497,25,geheel jaar,Gumbel fit
CFBerg_IV_5,-5.494,50,geheel jaar,Gumbel fit
CFBerg_IV_5,-5.49,100,geheel jaar,Gumbel fit
344,-5.126,10,geheel jaar,gewogen gemiddelde
344,-5.126,10,alleen zomer,gewogen gemiddelde
344,-5.126,10,alleen zomer,Gumbel fit
344,-5.126,10,geheel jaar,Gumbel fit
344,-5.126,25,geheel jaar,Gumbel fit
344,-5.126,50,geheel jaar,Gumbel fit
344,-5.126,100,geheel jaar,Gumbel fit
309,-5.645,10,geheel jaar,gewogen gemiddelde
309,-5.736,10,alleen zomer,gewogen gemiddelde
309,-5.735,10,alleen zomer,Gumbel fit
309,-5.627,10,geheel jaar,Gumbel fit
309,-5.574,25,geheel jaar,Gumbel fit
309,-5.535,50,geheel jaar,Gumbel fit
309,-5.495,100,geheel jaar,Gumbel fit
71,-5.446,10,geheel jaar,gewogen gemiddelde
71,-5.446,10,alleen zomer,gewogen gemiddelde
71,-5.446,10,alleen zomer,Gumbel fit
71,-5.446,10,geheel jaar,Gumbel fit
71,-5.446,25,geheel jaar,Gumbel fit
71,-5.446,50,geheel jaar,Gumbel fit
71,-5.446,100,geheel jaar,Gumbel fit
