location,calc_1,De Bilt,Verdamping,De Bilt Test
parameter,Waterlevel mean (m A,Precipitation (mm),Precipitation (mm),Precipitation (mm)
1950-01-03 02:30:00,-0.6003544330596924,,,
1950-01-03 02:45:00,-0.60211181640625,,,
1950-01-03 03:00:00,-0.603440523147583,0.0,0.0,0.0
1950-01-03 03:15:00,-0.6037980318069458,,,
1950-01-03 03:30:00,-0.607297420501709,,,
1950-01-03 03:45:00,-0.6056798696517944,,,
1950-01-03 04:00:00,-0.6073957085609436,0.0,0.0,0.0
1950-01-03 04:15:00,-0.6072744727134705,,,
1950-01-03 04:30:00,-0.6092711687088013,,,
1950-01-03 04:45:00,-0.6101614236831665,,,
1950-01-03 05:00:00,-0.611383855342865,0.0,0.0,0.0
1950-01-03 05:15:00,-0.6087799072265625,,,
1950-01-03 05:30:00,-0.6093984246253967,,,
1950-01-03 05:45:00,-0.6104310154914856,,,
1950-01-03 06:00:00,-0.6102768182754517,0.0,0.0,0.0
1950-01-03 06:15:00,-0.6117027401924133,,,
1950-01-03 06:30:00,-0.6104530096054077,,,
1950-01-03 06:45:00,-0.6119043827056885,,,
1950-01-03 07:00:00,-0.6118983030319214,0.0,0.0,0.0
1950-01-03 07:15:00,-0.6121230721473694,,,
1950-01-03 07:30:00,-0.6146842837333679,,,
1950-01-03 07:45:00,-0.6163673996925354,,,
1950-01-03 08:00:00,-0.6157583594322205,0.0,0.0,0.0
1950-01-03 08:15:00,-0.6174086332321167,,,
1950-01-03 08:30:00,-0.6196733117103577,,,
1950-01-03 08:45:00,-0.621414840221405,,,
1950-01-03 09:00:00,-0.6236073970794678,0.0,0.0,0.0
1950-01-03 09:15:00,-0.6317490935325623,,,
1950-01-03 09:30:00,-0.64332115650177,,,
1950-01-03 09:45:00,-0.6443736553192139,,,
1950-01-03 10:00:00,-0.646920919418335,0.0,0.0,0.0
1950-01-03 10:15:00,-0.6486191153526306,,,
1950-01-03 10:30:00,-0.650684654712677,,,
1950-01-03 10:45:00,-0.6487731337547302,,,
1950-01-03 11:00:00,-0.6490527987480164,0.0,0.0,0.0
1950-01-03 11:15:00,-0.6496061682701111,,,
1950-01-03 11:30:00,-0.6511967778205872,,,
1950-01-03 11:45:00,-0.6514474749565125,,,
1950-01-03 12:00:00,-0.6531426310539246,0.0,0.0,0.0
1950-01-03 12:15:00,-0.6539692878723145,,,
1950-01-03 12:30:00,-0.6518158316612244,,,
1950-01-03 12:45:00,-0.6536934971809387,,,
1950-01-03 13:00:00,-0.65568608045578,0.0,0.0,0.0
1950-01-03 13:15:00,-0.6530792117118835,,,
1950-01-03 13:30:00,-0.6531203985214233,,,
1950-01-03 13:45:00,-0.6516586542129517,,,
1950-01-03 14:00:00,-0.6526324152946472,0.0,0.0,0.0
1950-01-03 14:15:00,-0.6539660096168518,,,
1950-01-03 14:30:00,-0.6538656949996948,,,
1950-01-03 14:45:00,-0.6533406972885132,,,
1950-01-03 15:00:00,-0.6544042229652405,0.0,0.0,0.0
1950-01-03 15:15:00,-0.6542417407035828,,,
1950-01-03 15:30:00,-0.6539266109466553,,,
1950-01-03 15:45:00,-0.6556562781333923,,,
1950-01-03 16:00:00,-0.6568062901496887,0.0,0.0,0.0
1950-01-03 16:15:00,-0.6586045622825623,,,
1950-01-03 16:30:00,-0.6598721146583557,,,
1950-01-03 16:45:00,-0.6592681407928467,,,
1950-01-03 17:00:00,-0.6594194769859314,0.0,0.0,0.0
1950-01-03 17:15:00,-0.6584492325782776,,,
1950-01-03 17:30:00,-0.6606988310813904,,,
1950-01-03 17:45:00,-0.6619296669960022,,,
1950-01-03 18:00:00,-0.6617240905761719,0.0,0.0,0.0
1950-01-03 18:15:00,-0.6610680818557739,,,
1950-01-03 18:30:00,-0.6622037887573242,,,
1950-01-03 18:45:00,-0.6625033617019653,,,
1950-01-03 19:00:00,-0.6642392873764038,0.0,0.0,0.0
1950-01-03 19:15:00,-0.6616796255111694,,,
1950-01-03 19:30:00,-0.6631303429603577,,,
1950-01-03 19:45:00,-0.6646597385406494,,,
1950-01-03 20:00:00,-0.6629330515861511,0.0,0.0,0.0
1950-01-03 20:15:00,-0.6627427339553833,,,
1950-01-03 20:30:00,-0.6613644361495972,,,
1950-01-03 20:45:00,-0.6667697429656982,,,
1950-01-03 21:00:00,-0.666382908821106,0.0,0.0,0.0
1950-01-03 21:15:00,-0.6680561304092407,,,
1950-01-03 21:30:00,-0.6661381721496582,,,
1950-01-03 21:45:00,-0.666602373123169,,,
1950-01-03 22:00:00,-0.6676908135414124,0.0,0.0,0.0
1950-01-03 22:15:00,-0.6659531593322754,,,
1950-01-03 22:30:00,-0.6613396406173706,,,
1950-01-03 22:45:00,-0.6619291305541992,,,
1950-01-03 23:00:00,-0.666934072971344,0.0,0.0,0.0
1950-01-03 23:15:00,-0.6669439077377319,,,
1950-01-03 23:30:00,-0.6650226712226868,,,
1950-01-03 23:45:00,-0.666374683380127,,,
1950-01-04 00:00:00,-0.6706175804138184,0.0,0.0,0.0
1950-01-04 00:15:00,-0.6720563769340515,,,
1950-01-04 00:30:00,-0.6700760722160339,,,
1950-01-04 00:45:00,-0.6668115258216858,,,
1950-01-04 01:00:00,-0.6647054553031921,0.0,0.0,0.0
1950-01-04 01:15:00,-0.6605400443077087,,,
1950-01-04 01:30:00,-0.6618800163269043,,,
1950-01-04 01:45:00,-0.662087619304657,,,
1950-01-04 02:00:00,-0.6658256649971008,0.0,0.0,0.0
1950-01-04 02:15:00,-0.6696187257766724,,,
1950-01-04 02:30:00,-0.6704655289649963,,,
1950-01-04 02:45:00,-0.6692121624946594,,,
1950-01-04 03:00:00,-0.6650075316429138,0.0,0.0,0.0
1950-01-04 03:15:00,-0.6672603487968445,,,
1950-01-04 03:30:00,-0.6647843718528748,,,
1950-01-04 03:45:00,-0.6652376055717468,,,
1950-01-04 04:00:00,-0.6618658304214478,0.0,0.0,0.0
1950-01-04 04:15:00,-0.6646129488945007,,,
1950-01-04 04:30:00,-0.6662459373474121,,,
1950-01-04 04:45:00,-0.66727614402771,,,
1950-01-04 05:00:00,-0.6699273586273193,0.0,0.0,0.0
1950-01-04 05:15:00,-0.6746231913566589,,,
1950-01-04 05:30:00,-0.6742127537727356,,,
1950-01-04 05:45:00,-0.6739665865898132,,,
1950-01-04 06:00:00,-0.6735928058624268,0.0,0.0,0.0
1950-01-04 06:15:00,-0.6727285385131836,,,
1950-01-04 06:30:00,-0.6736539602279663,,,
1950-01-04 06:45:00,-0.672582745552063,,,
1950-01-04 07:00:00,-0.6738120913505554,0.0,0.0,0.0
1950-01-04 07:15:00,-0.6759166717529297,,,
1950-01-04 07:30:00,-0.6771141886711121,,,
1950-01-04 07:45:00,-0.675520122051239,,,
1950-01-04 08:00:00,-0.6700143814086914,0.0,0.0,0.0
1950-01-04 08:15:00,-0.6730237603187561,,,
1950-01-04 08:30:00,-0.6726603507995605,,,
1950-01-04 08:45:00,-0.6712588667869568,,,
1950-01-04 09:00:00,-0.6677049398422241,0.0,0.0,0.0
1950-01-04 09:15:00,-0.665115475654602,,,
1950-01-04 09:30:00,-0.6706130504608154,,,
1950-01-04 09:45:00,-0.6705692410469055,,,
1950-01-04 10:00:00,-0.6764893531799316,0.0,0.0,0.0
1950-01-04 10:15:00,-0.6737845540046692,,,
1950-01-04 10:30:00,-0.6747434139251709,,,
1950-01-04 10:45:00,-0.6708586812019348,,,
1950-01-04 11:00:00,-0.6705036163330078,0.0,0.0,0.0
1950-01-04 11:15:00,-0.6724812984466553,,,
1950-01-04 11:30:00,-0.6762732267379761,,,
1950-01-04 11:45:00,-0.6781232953071594,,,
1950-01-04 12:00:00,-0.6791403889656067,0.0,0.0,0.0
1950-01-04 12:15:00,-0.6767375469207764,,,
1950-01-04 12:30:00,-0.6767183542251587,,,
1950-01-04 12:45:00,-0.6751779913902283,,,
